node_use, park_name, items_name, easting, node_id, description, item_id, ogc_fid, pr_no, longitude, latitude, northing, nodes_name, item_type
"RECREATION NODE","MORTIMER ROAD PARK",null,"501,659.31","11,959",null,"32,992",52942,"D0563",153.0168111,-27.57757279,"6,949,590.51","MORTIMOR RD REBOUND WALL","REBOUND WALL"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,589.23","11,949","SOCCER GOALS","173,170",52982,"D0563",153.0161007,-27.57524992,"6,949,847.82","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,644.46","11,949","SOCCER GOALS","173,171",52983,"D0563",153.0166603,-27.57523126,"6,949,849.88","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,573.11","11,949","SOCCER GOALS","173,172",52984,"D0563",153.0159375,-27.57605567,"6,949,758.57","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,633.02","11,949","SOCCER GOALS","173,173",52985,"D0563",153.0165445,-27.57596857,"6,949,768.21","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,527.44","11,949","SOCCER CLUBHOUSE","173,174",52986,"D0563",153.0154748,-27.57557201,"6,949,812.15","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","MORTIMER ROAD PARK","ALL STARS SOCCER CLUB","501,934.38","11,949","Duplicate of 21288","173,338",52987,"D0563",153.0195978,-27.57678637,"6,949,677.58","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORTING CLUBHOUSE"
"CLUB ACTIVITY NODE","MORTIMER ROAD PARK",null,"501,841.72","11,960","SOUTHS ACACIA RIDGE BOWLS CLUBHOUSE","173,228",52988,"D0563",153.0186591,-27.57741132,"6,949,608.37","SOUTHS SPORTS CLUB","SPORTING CLUBHOUSE"
"BALANCE OF PARK","MORTIMER ROAD PARK",null,"501,812.96","11,954","SOUTHS SPORTS CLUB","173,093",52989,"D0563",153.0183676,-27.57664914,"6,949,692.80","BALANCE OF PARK","SPORTING CLUBHOUSE"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,878.00","11,961","Netball court","21,291",52990,"D0563",153.0190266,-27.57695419,"6,949,659.00","SOUTHS ACACIA BOWLS FACILITY","SPORTING COURT"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,895.00","11,961","Netball","21,292",52991,"D0563",153.0191989,-27.57698125,"6,949,656.00","SOUTHS ACACIA BOWLS FACILITY","SPORTING COURT"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,581.91","11,949","SOCCER FIELD","21,295",52992,"D0563",153.0160266,-27.57565266,"6,949,803.21","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORTING FIELD"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,636.82","11,949","SOCCER FIELD","21,296",52993,"D0563",153.0165829,-27.57559491,"6,949,809.60","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORTING FIELD"
"SPORTING NODE","MORTIMER ROAD PARK",null,"501,664.94","11,949","TRAINING FIELD","37,281",52994,"D0563",153.0168679,-27.57634798,"6,949,726.18","ACACIA RIDGE SOCCER CLUB  FACILITY","SPORTING FIELD"
"PLAYGROUND NODE","MORTIMER ROAD PARK",null,"501,683.36","11,952","SPICA","173,060",53006,"D0563",153.0170548,-27.57779078,"6,949,566.36","MORTIMER RD DISTRICT PLAYGROUND","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","MORTIMER ROAD PARK",null,"501,670.38","11,952","FLYING FOX","173,061",53007,"D0563",153.0169233,-27.57774124,"6,949,571.85","MORTIMER RD DISTRICT PLAYGROUND","UPPER BODY EQUIPMENT"
"BALANCE OF PARK","C.J.GREENFIELD COMPLEX PARK",null,"496,187.59","18,665","bike rack","82,274",53046,"D0564",152.9613742,-27.5799545,"6,949,326.21","BALANCE OF PARK","BIKE RACK"
"RECREATION ACCESS","C.J.GREENFIELD COMPLEX PARK",null,"496,287.51","24,710","Shared pathway","36,634",53047,"D0564",152.9623872,-27.57817078,"6,949,523.82","C.J.GRENFIELD COMPLEX PK SHARED PATHWAY NETWORK","BIKEWAY"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,430.53","18,660","Concrete path @ Club front","50,099",53048,"D0564",152.9638354,-27.58037053,"6,949,280.20","BRISBANE FORCE SOCCER FACILITY","BIKEWAY"
"RECREATION ACCESS","C.J.GREENFIELD COMPLEX PARK",null,"496,351.40","24,710","Central Bikeway","44,007",53049,"D0564",152.9630346,-27.57787611,"6,949,556.48","C.J.GRENFIELD COMPLEX PK SHARED PATHWAY NETWORK","BIKEWAY"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,601.05","18,670","cricket pitch","82,005",53064,"D0564",152.9655638,-27.57806038,"6,949,536.14","C.J.GREENFIELD SPORTS COMPLEX","CRICKET PITCH"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,654.83","18,670","Turf wicket","82,276",53065,"D0564",152.9661084,-27.57880811,"6,949,453.33","C.J.GREENFIELD SPORTS COMPLEX","CRICKET PITCH"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,694.17","18,670","Cricket Wicket","54,048",53066,"D0564",152.9665073,-27.57774509,"6,949,571.09","C.J.GREENFIELD SPORTS COMPLEX","CRICKET PITCH"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"495,984.78","18,661","Pony club grounds","79,927",53100,"D0564",152.9593201,-27.57809074,"6,949,532.59","DARRA OXLEY PONY CLUB FACILITY","EQUESTRIAN FACILITY"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,637.56","18,670","Cricket Practice Nets","54,056",53222,"D0564",152.9659339,-27.5775216,"6,949,595.83","C.J.GREENFIELD SPORTS COMPLEX","PRACTICE CRICKET NET"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,299.25","18,660","Player shelter","82,218",53259,"D0564",152.9625055,-27.57983167,"6,949,339.85","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,309.14","18,660","Player shelter","82,219",53260,"D0564",152.9626057,-27.58002209,"6,949,318.76","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,286.72","18,660","Soccer goal","82,237",53261,"D0564",152.9623783,-27.58055206,"6,949,260.05","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,301.38","18,660","Player shelter","82,220",53262,"D0564",152.962527,-27.5800627,"6,949,314.26","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,291.06","18,660","Player shelter","82,221",53263,"D0564",152.9624225,-27.57986839,"6,949,335.78","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,496.18","18,671","Rugby goal posts 9m high","53,960",53264,"D0564",152.9645011,-27.57873143,"6,949,461.78","WEST INALA JUNIOR RUGBY LEAGUE FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,743.76","18,670","netball hoop","82,021",53265,"D0564",152.9670094,-27.57895666,"6,949,436.90","C.J.GREENFIELD SPORTS COMPLEX","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,764.09","18,670","netball hoop","82,020",53266,"D0564",152.9672154,-27.57889875,"6,949,443.32","C.J.GREENFIELD SPORTS COMPLEX","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,755.10","18,670","netball hoop","82,019",53267,"D0564",152.9671244,-27.57863782,"6,949,472.22","C.J.GREENFIELD SPORTS COMPLEX","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,734.55","18,670","netball hoop","82,018",53268,"D0564",152.9669162,-27.5786951,"6,949,465.87","C.J.GREENFIELD SPORTS COMPLEX","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,642.07","18,670","rugby goal","82,008",53269,"D0564",152.9659794,-27.57806554,"6,949,535.58","C.J.GREENFIELD SPORTS COMPLEX","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,663.46","18,670","rugby goal","82,007",53270,"D0564",152.9661957,-27.57940208,"6,949,387.54","C.J.GREENFIELD SPORTS COMPLEX","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,314.79","18,660","soccer goal","81,949",53271,"D0564",152.9626632,-27.57934069,"6,949,394.24","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,362.41","18,660","soccer goal","81,948",53272,"D0564",152.9631453,-27.58023593,"6,949,295.09","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,457.94","18,671",null,"82,022",53273,"D0564",152.9641133,-27.57974371,"6,949,349.64","WEST INALA JUNIOR RUGBY LEAGUE FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,530.12","18,671","Rugby goal posts","81,993",53274,"D0564",152.9648447,-27.5795841,"6,949,367.34","WEST INALA JUNIOR RUGBY LEAGUE FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,238.86","18,660","soccer goal","81,947",53275,"D0564",152.9618938,-27.57966692,"6,949,358.08","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,202.69","18,660","soccer goal","81,951",53276,"D0564",152.9615274,-27.57946559,"6,949,380.37","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,259.35","18,660","soccer goal","81,950",53277,"D0564",152.9621015,-27.57923166,"6,949,406.30","BRISBANE FORCE SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK","BRISBANE FORCE SOCCER","496,224.26","18,660",null,"61,988",53278,"D0564",152.9617456,-27.5802778,"6,949,290.41","BRISBANE FORCE SOCCER FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK","WEST INALA JUNIOR RL","496,455.93","18,671","clubhouse and awning","61,989",53279,"D0564",152.9640929,-27.58001924,"6,949,319.12","WEST INALA JUNIOR RUGBY LEAGUE FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK","DARRA OXLEY PONY CLUB","495,889.88","18,661","Pony Club","21,347",53280,"D0564",152.9583585,-27.57832482,"6,949,506.63","DARRA OXLEY PONY CLUB FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,583.79","18,670","Clubhouse","61,987",53281,"D0564",152.9653885,-27.57930248,"6,949,398.55","C.J.GREENFIELD SPORTS COMPLEX","SPORTING CLUBHOUSE"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,759.97","18,670","Netball Court","21,335",53282,"D0564",152.9671737,-27.57877063,"6,949,457.51","C.J.GREENFIELD SPORTS COMPLEX","SPORTING COURT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,748.79","18,670","Netball Court","21,337",53283,"D0564",152.9670605,-27.57845057,"6,949,492.96","C.J.GREENFIELD SPORTS COMPLEX","SPORTING COURT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,739.48","18,670","Netball Court","21,338",53284,"D0564",152.9669661,-27.57883152,"6,949,450.76","C.J.GREENFIELD SPORTS COMPLEX","SPORTING COURT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,727.97","18,670","Netball Court","21,336",53285,"D0564",152.9668495,-27.57851064,"6,949,486.30","C.J.GREENFIELD SPORTS COMPLEX","SPORTING COURT"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,230.88","18,660","soccer","81,925",53286,"D0564",152.961813,-27.57934605,"6,949,393.62","BRISBANE FORCE SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,512.11","18,671","Rugby field","79,909",53287,"D0564",152.9646624,-27.57916851,"6,949,413.37","WEST INALA JUNIOR RUGBY LEAGUE FACILITY","SPORTING FIELD"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,444.23","18,671","Rugby League","21,348",53288,"D0564",152.9639746,-27.57938473,"6,949,389.40","WEST INALA JUNIOR RUGBY LEAGUE FACILITY","SPORTING FIELD"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,653.98","18,670","Australian Rules Football","21,339",53289,"D0564",152.9660999,-27.57873751,"6,949,461.15","C.J.GREENFIELD SPORTS COMPLEX","SPORTING FIELD"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,338.29","18,660","Soccer","21,349",53290,"D0564",152.9629011,-27.57978014,"6,949,345.57","BRISBANE FORCE SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,262.40","18,660","Soccer","21,350",53291,"D0564",152.9621321,-27.58010439,"6,949,309.63","BRISBANE FORCE SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,298.65","18,660","soccer","81,952",53292,"D0564",152.9624997,-27.57920125,"6,949,409.68","BRISBANE FORCE SOCCER FACILITY","SPORTING FIELD"
"PLAYGROUND NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,618.21","18,663","monkey bar","81,970",53301,"D0564",152.9657372,-27.57944981,"6,949,382.24","C.J. GREEMFIELD COMPLEX PK PLAYGROUND (FREEMAN RD)","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,616.54","18,663","monkey bar","81,969",53302,"D0564",152.9657203,-27.57942661,"6,949,384.81","C.J. GREEMFIELD COMPLEX PK PLAYGROUND (FREEMAN RD)","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","C.J.GREENFIELD COMPLEX PARK",null,"496,611.53","18,663","aero glider","81,968",53303,"D0564",152.9656696,-27.57941856,"6,949,385.70","C.J. GREEMFIELD COMPLEX PK PLAYGROUND (FREEMAN RD)","UPPER BODY EQUIPMENT"
"RECREATION NODE","MCEWAN PARK",null,"496,014.49","18,658","Half Basketball","21,372",53317,"D0565",152.9596164,-27.59090161,"6,948,113.56","MCEWAN PK HALF COURT","BASKETBALL/NETBALL FACILITY"
"RECREATION NODE","MCEWAN PARK",null,"496,015.90","18,658","BASKETBALL HOOP","131,267",53421,"D0565",152.9596307,-27.59094242,"6,948,109.04","MCEWAN PK HALF COURT","RECREATION FACILITY COMPONENT"
"RECREATION NODE","MCEWAN PARK",null,"496,053.11","18,658","SOCCER GOAL","131,205",53431,"D0565",152.9600076,-27.59136566,"6,948,062.17","MCEWAN PK HALF COURT","SPORT FACILITY COMPONENT"
"RECREATION NODE","MCEWAN PARK",null,"496,050.08","18,658","SOCCER BALL NET - 8M HIGH","135,893",53432,"D0565",152.9599769,-27.59136818,"6,948,061.89","MCEWAN PK HALF COURT","SPORT FACILITY COMPONENT"
"RECREATION NODE","MCEWAN PARK",null,"496,165.78","18,658","SOCCER BALL NET - 8M HIGH","135,894",53433,"D0565",152.9611493,-27.59114715,"6,948,086.41","MCEWAN PK HALF COURT","SPORT FACILITY COMPONENT"
"RECREATION NODE","MCEWAN PARK",null,"496,156.35","18,658","SOCCER GOAL","131,207",53434,"D0565",152.9610537,-27.59116608,"6,948,084.31","MCEWAN PK HALF COURT","SPORT FACILITY COMPONENT"
"RECREATION NODE","MCEWAN PARK",null,"496,108.25","18,658","Rugby League","21,380",53435,"D0565",152.9605663,-27.59128357,"6,948,071.28","MCEWAN PK HALF COURT","SPORTING FIELD"
"PLAYGROUND NODE","MCEWAN PARK",null,"496,200.45","18,653","AEROGLIDER - CURVED","131,150",53440,"D0565",152.9615006,-27.59118218,"6,948,082.54","FREDERICK COOKMAN PLACE PLAYGROUND","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,205.34","18,643","ECO PLANK","131,026",53469,"D0566",152.9716846,-27.58415457,"6,948,861.25","ELIZABETH BRUCE PLAYGROUND","CLIMBING WALL"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,229.35","18,644","Jr Cricket Pitch","54,255",53471,"D0566",152.971928,-27.58330167,"6,948,955.73","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","CRICKET PITCH"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,155.14","18,644","BASKETBALL HOOP","130,539",53550,"D0566",152.9711761,-27.58333067,"6,948,952.50","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,155.37","18,644","NETBALL HOOP","130,542",53551,"D0566",152.9711784,-27.58373982,"6,948,907.18","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,139.61","18,644","BASKETBALL HOOP","131,096",53552,"D0566",152.9710189,-27.58310801,"6,948,977.16","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,184.88","18,644","NETBALL HOOP","131,104",53553,"D0566",152.9714774,-27.58369158,"6,948,912.53","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,150.85","18,644","NETBALL HOOP","131,106",53554,"D0566",152.9711326,-27.5835755,"6,948,925.38","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,259.91","18,644","RUGBY POST","131,108",53555,"D0566",152.9722376,-27.58345502,"6,948,938.75","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,197.99","18,644","RUGBY POST","131,107",53556,"D0566",152.9716103,-27.58312917,"6,948,974.83","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,142.91","18,644","TENNIS SHED","54,400",53557,"D0566",152.9710522,-27.58336441,"6,948,948.76","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,180.07","18,644","NETBALL HOOP","131,105",53558,"D0566",152.9714287,-27.58352212,"6,948,931.30","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,152.68","18,644","BASKETBALL HOOP","131,097",53559,"D0566",152.9711513,-27.58303483,"6,948,985.27","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,167.80","18,644","BASKETBALL HOOP","131,095",53560,"D0566",152.9713044,-27.58325884,"6,948,960.46","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,160.25","18,644","Basketball court","26,628",53561,"D0566",152.971228,-27.58314624,"6,948,972.93","ELIZABETH BRUCE PLAYGROUND PK SPORTING FACILITY","SPORTING COURT"
"PLAYGROUND NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,205.76","18,643","CURVED MONKEY BAR","131,030",53567,"D0566",152.9716888,-27.58410374,"6,948,866.88","ELIZABETH BRUCE PLAYGROUND","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,206.46","18,643","AEROGLIDER 3M","131,031",53568,"D0566",152.9716959,-27.58412243,"6,948,864.81","ELIZABETH BRUCE PLAYGROUND","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","ELIZABETH BRUCE PLAYGROUND PARK",null,"497,197.50","18,643","MONKEY BAR","131,076",53569,"D0566",152.9716052,-27.58398293,"6,948,880.26","ELIZABETH BRUCE PLAYGROUND","UPPER BODY EQUIPMENT"
"RECREATION NODE","KEV HOOPER MEMORIAL PARK",null,"497,364.20","18,642","Half Basketball","21,483",53584,"D0567",152.973292,-27.59303557,"6,947,877.55","HYACINTH ST ACTIVITY SPACE","BASKETBALL/NETBALL FACILITY"
"CLUB ACTIVITY NODE","KEV HOOPER MEMORIAL PARK",null,"497,670.89","18,635","SHARED","131,788",53593,"D0567",152.9764002,-27.59022125,"6,948,189.35","KEV HOOPER PK CLUB","BIKEWAY"
"HABITAT BRISBANE GROUP","KEV HOOPER MEMORIAL PARK",null,"497,593.43","30,868","SHARED","131,838",53594,"D0567",152.975615,-27.59161149,"6,948,035.34","HABITAT BRISBANE GROUP","BIKEWAY"
"BALANCE OF PARK","KEV HOOPER MEMORIAL PARK",null,"497,269.00","18,638","SHARED","131,809",53595,"D0567",152.9723277,-27.59164392,"6,948,031.68","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","KEV HOOPER MEMORIAL PARK",null,"497,610.16","18,638","SHARED","131,808",53596,"D0567",152.9757848,-27.59025527,"6,948,185.57","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","KEV HOOPER MEMORIAL PARK",null,"497,622.46","18,638","SHARED","131,807",53597,"D0567",152.9759094,-27.59061117,"6,948,146.15","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","KEV HOOPER MEMORIAL PARK",null,"497,563.74","18,638","SHARED","131,806",53598,"D0567",152.9753142,-27.59161162,"6,948,035.32","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","KEV HOOPER MEMORIAL PARK",null,"497,367.66","18,638","SHARED","131,805",53599,"D0567",152.9733271,-27.59274073,"6,947,910.21","BALANCE OF PARK","BIKEWAY"
"PLAYGROUND NODE","KEV HOOPER MEMORIAL PARK",null,"497,661.35","18,637","ECO PLANK SCALING WALL","131,683",53610,"D0567",152.9763035,-27.59040071,"6,948,169.47","LAVENDER ST PLAYGROUND","CLIMBING WALL"
"RECREATION NODE","KEV HOOPER MEMORIAL PARK",null,"497,365.46","18,642","BASKETBALL HOOP","131,583",53747,"D0567",152.9733047,-27.5930632,"6,947,874.49","HYACINTH ST ACTIVITY SPACE","RECREATION FACILITY COMPONENT"
"RECREATION NODE","KEV HOOPER MEMORIAL PARK",null,"497,419.34","18,642","VOLLEYBALL NET POST","131,581",53781,"D0567",152.9738507,-27.59288437,"6,947,894.31","HYACINTH ST ACTIVITY SPACE","SPORT FACILITY COMPONENT"
"RECREATION NODE","KEV HOOPER MEMORIAL PARK",null,"497,424.47","18,642","VOLLEYBALL NET POST","131,582",53782,"D0567",152.9739027,-27.5929668,"6,947,885.18","HYACINTH ST ACTIVITY SPACE","SPORT FACILITY COMPONENT"
"RECREATION NODE","KEV HOOPER MEMORIAL PARK",null,"497,422.10","18,642","Beach Volleyball","44,051",53783,"D0567",152.9738787,-27.59292464,"6,947,889.85","HYACINTH ST ACTIVITY SPACE","SPORTING COURT"
"PLAYGROUND NODE","KEV HOOPER MEMORIAL PARK",null,"497,650.68","18,636","AEROGLIDER","131,664",53794,"D0567",152.9761951,-27.59151337,"6,948,046.22","HYACINTH ST PLAYGROUND","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","KEV HOOPER MEMORIAL PARK",null,"497,655.37","18,637","MONKEY BAR","131,680",53795,"D0567",152.9762429,-27.59043798,"6,948,165.34","LAVENDER ST PLAYGROUND","UPPER BODY EQUIPMENT"
"RECREATION NODE","GRENIER PARK",null,"501,926.29","11,948","Basketball half court","21,527",53797,"D0568",153.0195163,-27.57921812,"6,949,408.22","GREINER PK HALF COURT","BASKETBALL/NETBALL FACILITY"
"RECREATION NODE","NORMA CROKER PARK",null,"501,447.48","33,632","half basketball court","184,558",53857,"D0569",153.0146661,-27.58685807,"6,948,562.02","RECREATION NODE","BASKETBALL/NETBALL FACILITY"
"RECREATION NODE","C.A.O SULLIVAN PARK",null,"502,459.00","11,931","Half Basketball Court","25,826",54001,"D0570",153.0249151,-27.58658597,"6,948,592.00","C.A. O'SULLIVAN PK HALF COURT & BMX FACILITY","BASKETBALL/NETBALL FACILITY"
"BALANCE OF PARK","C.A.O SULLIVAN PARK",null,"502,494.67","11,926",null,"173,499",54010,"D0570",153.0252764,-27.5859693,"6,948,660.30","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","C.A.O SULLIVAN PARK",null,"502,443.13","11,926",null,"173,503",54011,"D0570",153.0247544,-27.58715222,"6,948,529.28","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","C.A.O SULLIVAN PARK",null,"502,422.86","11,926",null,"173,504",54012,"D0570",153.0245489,-27.58632693,"6,948,620.70","BALANCE OF PARK","BIKEWAY"
"SPORTING NODE","C.A.O SULLIVAN PARK",null,"502,592.00","11,921","Acacia Ridge Liesure Centre (YMCA)","67,340",54056,"D0570",153.0262628,-27.58707322,"6,948,538.00","ACACIA LEISURE CENTRE","INDOOR SPORTS CENTRE"
"RECREATION NODE","C.A.O SULLIVAN PARK",null,"502,588.80","31,851","Skate elements on small circuit path","173,462",54221,"D0570",153.02623,-27.5857539,"6,948,684.14","BEAUDESERT RD BASKETBALL & SKATE FACILITY","SKATE FACILITY"
"RECREATION NODE","C.A.O SULLIVAN PARK",null,"502,590.46","31,851","Basketball Court","175,976",54226,"D0570",153.0262468,-27.58550437,"6,948,711.78","BEAUDESERT RD BASKETBALL & SKATE FACILITY","SPORTING COURT"
"SPORTING NODE","C.A.O SULLIVAN PARK","ACACIA RIDGE SWIMMING POOL","502,597.14","11,921","LEISURE CENTRE INDOOR POOL/PUMP HOUSE/CHANGE ROOMS","67,339",54227,"D0570",153.0263149,-27.58705786,"6,948,539.70","ACACIA LEISURE CENTRE","SWIMMING POOL"
"SPORTING NODE","C.A.O SULLIVAN PARK",null,"502,601.07","11,921","Outdoor recreation Pool","175,756",54228,"D0570",153.0263545,-27.58617123,"6,948,637.91","ACACIA LEISURE CENTRE","SWIMMING POOL"
